firmeza_predict,firmeza_real
73.62118498190264,86.8
76.46646664832707,89.4
73.66392324292308,86.75
75.45442388900082,91.6
71.54492072751087,98.45
71.50620616792848,92.85
73.62468481694329,95.9
76.49049593229195,97.05
72.40087837361897,120.0
72.85388598275912,116.0
76.26467977296807,75.45
72.48996642861567,93.8
73.81229654892506,95.25
76.95310994876175,80.9
73.99247051740704,83.2
77.12485133071482,77.35
75.98275047136867,103.5
72.76572349663599,82.0
72.47829403578233,107.7
76.58890368181335,88.95
75.80482469034577,83.45
73.95955490722687,97.65
72.5807639879348,113.2
73.36706944515012,99.85
72.02386488316594,80.8
73.65950057282143,99.05
71.91381719480924,95.4
74.17054211676614,97.2
72.75284112509038,100.0
72.72594049044733,113.85
72.50788517391871,102.35
73.6794514322355,83.8
76.53540475298463,87.95
72.50362064675957,89.7
76.08392029805138,88.55
76.77479074249591,79.15
72.44469833347412,97.55
76.81196090780509,104.5
76.34483732248624,98.8
76.19908254930057,98.45
73.72947519393189,87.9
76.85657993639728,91.85
76.36592795424887,102.4
72.28005410718062,97.75
71.50168078263644,87.7
72.32808782966602,100.7
73.54393775247098,93.9
72.3575767251901,95.55
75.79597841069345,86.75
73.94277291635531,83.25
72.51224460783884,111.9
76.29862813116813,84.0
75.76539118697441,105.7
72.12072804611601,102.45
72.48918172118502,90.7
74.23662629814353,74.95
72.9432082583173,78.95
72.92441906247055,71.4
73.78940282315324,93.5
75.73633418773105,73.35
76.66820990654216,104.1
72.35734257017343,101.4
72.21523223639528,91.6
73.88781957163961,102.05
73.77657197974119,112.3
76.37710027498551,99.75
74.14566924097849,93.25
71.64191916323473,97.5
73.79347649891766,96.1
72.60919154495586,83.65
72.93390254760135,120.45
75.84725405869223,108.95
73.63291916049344,114.45
72.0502338900838,129.65
73.83908587305544,85.75
72.36890081509469,93.55
72.65858153285919,97.55
76.35330436402369,102.15
72.99795093653736,85.25
73.86766142319959,99.3
73.25330744610041,145.2
72.95813894967142,124.3
73.64845603142653,139.3
72.54234862623989,128.4
75.81843208021797,129.85
76.92427350327523,114.85
76.56512009878986,100.9
75.87845168550467,119.5
73.63731585604137,117.85
72.09553963754432,123.4
74.11392534238315,109.0
72.04744033246727,103.9
72.64308495771722,108.4
76.37041925863616,123.75
72.3013909907614,103.4
73.73185629551554,123.05
76.33294784068076,112.25
71.80653483387273,135.05
76.47688697309353,135.95
73.2163963382108,159.1
72.0177620361847,124.25
73.6976296009856,133.85
76.25862278638023,138.15
76.9518112950953,119.4
74.15326757602074,138.2
73.63657972180789,138.25
72.53197406556853,133.8
72.35462407261814,135.4
76.29232183096799,152.6
73.57156145182498,129.85
72.31653009980216,143.25
72.11777260420236,132.85
76.25504226058564,100.1
71.48912838812238,117.6
73.98535304931646,129.1
73.78926847473747,104.95
72.64421982081231,109.8
76.35470881699926,107.8
72.49269726254875,104.8
74.2879081776353,105.65
76.88113312787587,141.15
75.68451464853082,135.15
76.08837192072981,124.65
72.08724322032302,124.6
75.86342795498825,122.6
73.37485941021069,138.6
73.01467413827203,140.8
73.17293198433619,130.5
73.10427863770686,135.45
75.8825995722507,124.1
76.24516363121725,108.3
73.602393682894,121.2
73.58251795984904,121.75
73.78511067622122,125.2
75.50635527113539,112.0
76.47014271819451,129.35
76.05809239990747,150.5
72.28776467752266,113.6
73.44427853938704,124.95
75.90729515878726,129.75
72.76216572949636,142.9
72.52979472003317,127.0
72.15471980695176,149.45
76.59337450470774,125.85
73.7554376403627,127.9
75.37065239232516,143.4
72.57662412691083,136.5
73.93302261587769,127.05
73.65082945822637,115.0
73.83149834511596,119.55
76.63825523669635,113.3
75.68377949176586,119.45
72.42121550223136,135.2
72.2028435713255,120.8
73.62603700835982,105.4
76.38077596143341,146.55
76.54165568519879,131.05
76.51811104800568,109.8
72.23219832199581,133.2
72.86397299976697,116.95
76.54250969805565,100.85
73.36547778582646,112.0
73.68285978831803,136.35
73.24346494690344,120.2
72.03770365043844,124.9
73.94422557579033,115.05
76.30087489448988,110.7
74.53874481075378,108.9
73.91939947098919,127.85
72.49482589982973,105.75
72.38242782451618,115.15
73.83101768003277,118.45
72.5086014055284,109.3
72.47657299521299,110.2
72.88125721809129,125.45
76.31730069112537,110.15
73.39642750372501,114.15
77.16880965304392,126.6
75.03682523763366,107.95
73.98686287625425,129.75
75.43922234161177,133.05
74.04523723341697,145.7
73.2337850194121,116.45
72.735907093655,121.7
75.14077763206654,92.7
74.48826708928375,138.55
73.29165662794955,105.75
74.29797957812683,98.25
74.44417725347553,125.05
73.16352570283709,134.95
74.3676557652898,85.6
75.7856240664275,109.65
74.60414977543955,126.0
75.8582947978006,113.95
73.19482911932144,144.7
74.14163795050577,154.55
75.61681076557434,114.4
75.08195378673625,108.8
73.900763253481,139.85
75.50656212464249,123.75
74.18800584047922,140.2
73.09869826259302,122.55
74.03143080866559,131.55
73.9958063976836,131.05
74.62734592107121,141.5
72.55409639968309,146.05
75.5662251337901,137.45
76.09805310751743,161.15
73.3666002398122,127.6
74.61226145305281,164.9
75.50591981790144,130.6
75.19156845022869,162.65
73.43878758579868,111.65
74.97007766667237,118.15
75.06103037617856,131.95
75.14765773896741,142.6
74.67778278484056,135.6
72.66096176630025,139.25
73.47017130725978,151.85
72.96094478650389,140.3
73.51492373973663,148.85
75.21473094913529,102.65
73.3284084052897,111.2
73.39370713705661,114.95
75.72994352127944,122.35
75.07449435694446,128.65
74.93584243040564,116.5
73.56967513933246,116.0
74.67649249849093,99.4
72.68555901545245,131.1
75.11975681659747,118.5
73.62077334630926,117.35
72.84542261450152,131.3
74.58069791259014,124.15
75.03037030234407,103.5
72.8940607750807,120.55
76.20504231380994,108.15
75.28087640039938,122.95
75.08196835416143,130.15
74.71383580724455,118.65
74.83093315115286,154.55
73.39828500367274,148.0
74.6938684556656,133.7
73.01902379985484,153.65
74.19195875728838,138.35
74.78512708290322,142.2
74.98774907314849,131.7
73.41565924350363,143.95
74.96000015406962,146.1
74.78396868577596,125.4
74.656894999822,157.7
74.36453313979226,125.6
74.82422369994025,154.2
72.95994080238806,180.35
74.58638781692775,164.45
73.44837428318641,130.2
73.4053544679997,160.8
72.77149666069214,128.25
73.64529875811651,145.9
74.15272307112521,150.7
72.48222004130518,150.65
73.85034665505984,137.2
74.15379898466249,134.45
75.31757614763184,143.65
73.87609718769194,141.05
75.00578624047776,137.2
73.15954853788098,144.35
75.55334143177849,142.65
74.90102657030971,156.7
75.24308309096587,142.9
74.51627334899638,148.55
74.76128742523451,142.55
73.13625899241619,140.25
73.96253256342952,160.1
73.97171859684555,151.7
74.5456231266367,164.85
75.71963382447062,135.65
74.56133806520549,156.25
74.2395693551465,149.65
75.68136042983707,144.65
72.92925399799405,145.35
73.16785790353728,152.5
75.6367629513928,141.6
74.28557629091092,138.15
73.36350705994873,157.7
73.49343564615648,146.9
74.61069901431577,154.95
75.32490733274057,141.4
73.12834801810948,135.85
73.74671285321784,132.15
75.19035949659776,157.5
72.92801126041053,136.65
74.40406906538857,136.2
73.91648981334548,159.0
72.77414273100223,159.1
72.73711927430114,149.55
73.48057084374932,125.3
74.4121836726687,156.5
73.16211371943976,116.15
73.11852207865178,163.55
75.18218373625152,129.8
72.65960097356404,176.1
73.78639089476742,136.85
72.67830588490997,158.0
75.46901724475279,138.5
73.07941205424595,155.65
74.54928279919906,155.0
76.13465479761517,145.55
73.9033788142846,166.1
73.85519961513408,105.45
73.63750821515363,142.85
73.22750167022076,159.2
74.2489628214472,134.4
72.93249723974176,104.85
75.22645030384739,110.7
74.20788166031225,130.1
74.12915283485825,136.4
74.10871662852169,161.3
73.31261938292351,105.45
73.85989546820892,121.65
75.90041457741395,115.35
73.11518889150014,124.2
72.78621218221912,150.35
72.87959720210455,109.65
75.65812411694935,139.0
75.40622364544406,113.85
74.87467994508332,151.0
73.05744036343113,146.65
73.95785743496663,156.85
74.26293064936239,158.4
73.35932090416581,163.3
72.82943720396638,136.65
75.4647115802684,135.85
73.51462500298699,175.1
72.69860770804264,141.9
74.40439144841137,122.7
73.07463729533922,181.1
73.04504044881189,170.7
72.57678969656494,143.2
74.08193017406106,171.75
74.21521794515508,140.75
75.25875138105359,156.15
75.16991672641231,143.9
73.95354121298716,128.1
73.90106468029397,162.75
74.06972267452605,148.95
73.22693700881211,172.45
72.73804674185412,176.95
74.16195236229663,158.25
74.07485091599335,170.15
72.62006901261519,150.35
73.85002781176215,124.05
72.80343572477321,164.2
75.18641698577981,149.2
72.78686733665266,141.95
74.13724000060562,120.25
75.3005786705445,169.3
73.85135463111938,153.75
73.92299714412259,141.5
72.61660286279164,154.4
73.57921095595187,151.5
73.04071760872276,144.7
74.25134722158514,128.1
72.55120373634055,142.85
73.19264430221224,149.7
76.42827067273392,120.1
73.65529650626034,147.15
72.49042748104392,160.6
72.91314974005972,154.0
76.58286626401559,162.95
72.60657442688041,126.1
75.59712691886939,169.1
74.54537400274022,142.2
73.12843646024295,145.75
74.43090441835201,129.5
72.99880844011379,125.45
72.41494828363294,151.95
73.09622114971081,133.3
72.925940479197,142.25
72.53000212763308,136.45
72.15194374234224,160.5
74.72866205482376,152.45
72.42492918978851,135.5
73.34835085505891,168.3
73.93429490133919,147.2
72.55505179950283,155.65
74.20170325613712,141.35
73.50185692088584,154.0
72.8940977073342,138.65
72.59552862776906,149.85
74.79380473013123,121.8
72.3874901737772,107.55
76.66255728614588,177.15
76.43105569291065,145.9
72.64615462701681,152.1
73.32921227667426,143.9
72.82737927552198,160.05
74.8873237233948,179.35
73.69473767040058,181.4
73.06924968491879,130.5
74.21934273931193,167.3
73.32301283778523,144.65
76.10215073550695,168.9
73.48972006571806,150.35
72.44784368252894,156.3
72.70083696697229,166.65
73.00782267661101,179.65
76.4736819481261,177.25
72.9203492841511,147.45
74.20687415991341,154.3
74.77312403527637,146.0
76.76990901749733,149.85
73.16031817072447,147.8
74.33618757054452,135.55
74.73561162046543,178.55
74.45672035863215,129.7
72.91828629653558,146.15
73.53840575924792,151.35
72.77444250552391,132.2
74.59829058254998,142.7
74.49176317509641,158.3
72.7635073107621,155.1
73.38456086646353,101.2
75.68028139388821,141.5
73.60074873223812,117.9
74.31806974178383,154.2
75.82766337761917,148.2
75.24294306150597,117.95
73.14457366275933,139.9
74.7117509999189,171.7
75.79946579649351,120.2
72.76765309213917,146.55
73.4754606515764,143.55
72.87706337999309,172.55
73.19795158778989,167.4
72.49972576010346,143.9
72.33244212482437,150.3
72.95387598560808,157.75
73.32639830450469,138.75
73.65266850675297,121.65
73.43094002142256,98.0
72.81896147647511,145.25
73.07950496725368,160.2
76.60965434338299,138.25
72.62660162464043,165.2
72.81529819004353,136.25
73.14908918332955,160.0
73.18513106462396,129.45
73.36000175340527,144.9
72.58324117762331,145.5
72.67031870075245,168.4
74.14588525200062,137.1
73.27832081997681,132.0
73.35021561381447,127.15
72.94918547287519,124.8
74.33648650798767,140.2
72.81339241474511,143.45
72.56583682656556,157.25
76.08782296830226,119.85
72.4550883852417,112.0
72.64102707077934,144.95
73.95121432035599,104.65
72.80301920407156,148.75
73.27486620344962,122.2
75.98226053294476,104.65
73.22917739381364,137.85
75.04752829181837,138.7
72.91335950002934,116.75
72.93114674742809,146.75
74.49595995041365,138.7
74.93434256072892,148.85
72.61809859568329,124.85
74.6509055663291,139.1
74.56350078415595,140.35
72.4622430912343,155.95
72.82873955115734,111.55
72.40568441014939,128.65
74.67073230932083,140.9
74.59152389841114,126.05
76.49370140976727,156.65
73.25280058934581,131.75
75.7879462128122,128.0
72.54220515499236,146.35
72.79967626412494,168.3
73.00529343674224,125.95
74.59323265525155,130.6
74.24396545260295,128.55
74.88486461486127,134.35
74.582792190625,164.95
73.12679144236286,139.45
72.99196721752301,101.95
72.69677589336148,138.2
75.90908846856068,150.85
75.51263555186311,132.6
72.9149593483177,140.45
72.96968925630155,161.25
72.56380824875266,118.9
73.34071831314199,169.4
75.83547269125044,149.7
73.06316281620944,135.4
72.7855281228601,156.65
74.47981142152777,126.85
73.17086080403837,161.8
73.15133823115433,155.65
74.23922548399389,130.65
73.28033863480742,132.0
74.59521588536546,139.6
73.90659609019461,139.9
72.82897447543135,146.0
73.0187478247044,143.35
72.56849447599777,114.75
75.1915333012628,140.6
72.52364679017526,159.7
73.35122913216084,157.0
72.75571474712281,149.15
73.47674292187924,155.25
74.1371135455712,143.05
74.73219563261954,152.75
72.99480843055757,120.65
74.02445077188955,124.35
72.91490171955192,149.9
73.73675301806381,137.0
72.84656372170093,173.85
72.64284170916645,162.9
72.70193336507087,133.25
74.32145594846185,149.2
74.46648509400245,151.75
74.68193505299377,114.45
73.15674592078209,153.7
73.97663327888934,121.0
73.21295018359494,134.15
74.41843226067975,121.15
73.80178261613969,152.0
73.15573203962394,120.9
75.3921736727586,129.35
72.98212759019025,144.1
73.62514006383047,141.2
73.7848314919222,139.65
75.05296406997064,131.95
72.91996375293651,144.15
74.74714835712875,142.5
73.77070298868063,129.25
73.15118913367195,140.95
73.16538206312293,124.65
74.47484968361111,117.3
73.24400726485298,153.35
73.03599553416312,141.65
75.77417409418806,158.5
74.65273486102829,121.6
74.94382415037562,137.9
74.39747185175545,117.05
74.33780501600503,156.1
73.26673852331267,136.8
74.99258228616971,130.9
73.98800671361356,94.35
76.00794552117699,134.7
73.54273878717504,137.1
74.55673853208536,152.85
72.50551691518146,136.4
75.83202785395133,112.45
74.38450390077618,129.5
73.13633001640524,130.95
73.77170381655176,124.05
75.413713225056,137.6
73.0026537136646,120.15
73.10239147656952,120.0
74.110167000923,127.55
73.79176093397632,144.05
73.73577919493005,136.3
74.20149606115059,113.75
73.81766086897838,133.75
75.3581961259628,111.35
72.56119024798441,148.4
75.9918634645036,137.55
73.56874647596862,148.25
75.97016071242506,130.85
72.87378103395439,124.4
75.65289147383105,131.95
74.56155048365355,139.2
